year,survey_hint,prefix_hint,dict_file,row_count
2007,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_F_Dict/f0607_f1a_f.xlsx,19
2007,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F1A_G_Dict/f0607_f1a_g.xlsx,23
2007,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F2_Dict/f0607_f2.xlsx,11
2007,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/F0607_F3_Dict/f0607_f3.xlsx,4
2007,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/EF2007D_Dict/ef2007d.xlsx,1
2007,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/FLAGS2007_Dict/flags2007.xlsx,1
2007,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/GR2007_Dict/gr2007.xlsx,27
2007,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/GR2007_L2_Dict/gr2007_l2.xlsx,5
2007,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/HD2007_Dict/hd2007.xlsx,1
2007,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/IC2007_Dict/ic2007.xlsx,6
2007,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/IC2007_AY_Dict/ic2007_ay.xlsx,6
2007,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/HD2007_Dict/hd2007.xlsx,39
2007,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/HD2007_Dict/hd2007.xlsx,1
2007,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/IC2007_AY_Dict/ic2007_ay.xlsx,56
2007,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/IC2007_Dict/ic2007.xlsx,97
2007,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/IC2007_PY_Dict/ic2007_py.xlsx,13
2007,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/FLAGS2007_Dict/flags2007.xlsx,74
2007,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/S2007_ABD_Dict/s2007_abd.xlsx,2
2007,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/S2007_CN_Dict/s2007_cn.xlsx,1
2007,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/S2007_G_Dict/s2007_g.xlsx,2
2007,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/SAL2007_A_Dict/sal2007_a.xlsx,10
2007,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/SAL2007_B_Dict/sal2007_b.xlsx,4
2007,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/SAL2007_FACULTY_Dict/sal2007_faculty.xlsx,8
2007,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2007/SFA0607_Dict/sfa0607.xlsx,28
2008,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EFFY2008_Dict/effy2008.xlsx,63
2008,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EFIA2008_Dict/efia2008.xlsx,5
2008,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_Dict/ic2008.xlsx,1
2008,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/HD2008_Dict/hd2008.xlsx,1
2008,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_Dict/ic2008.xlsx,12
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/C2008_A_Dict/c2008_a.xlsx,63
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,1
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EFIA2008_Dict/efia2008.xlsx,3
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/FLAGS2008_Dict/flags2008.xlsx,3
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/GR2008_Dict/gr2008.xlsx,2
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/HD2008_Dict/hd2008.xlsx,16
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_AY_Dict/ic2008_ay.xlsx,39
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_Dict/ic2008.xlsx,10
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_PY_Dict/ic2008_py.xlsx,48
2008,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_A_Dict/sal2008_a.xlsx,1
2008,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EAP2008_Dict/eap2008.xlsx,7
2008,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,143
2008,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,181
2008,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F3_Dict/f0708_f3.xlsx,31
2008,F,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,31
2008,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,64
2008,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008B_Dict/ef2008b.xlsx,11
2008,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,5
2008,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008C_Dict/ef2008c.xlsx,4
2008,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008D_Dict/ef2008d.xlsx,12
2008,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F1A_Dict/f0708_f1a.xlsx,54
2008,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F2_Dict/f0708_f2.xlsx,19
2008,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/F0708_F3_Dict/f0708_f3.xlsx,4
2008,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008D_Dict/ef2008d.xlsx,1
2008,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/FLAGS2008_Dict/flags2008.xlsx,1
2008,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/GR2008_Dict/gr2008.xlsx,63
2008,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/GR2008_L2_Dict/gr2008_l2.xlsx,5
2008,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/HD2008_Dict/hd2008.xlsx,1
2008,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_Dict/ic2008.xlsx,6
2008,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_AY_Dict/ic2008_ay.xlsx,6
2008,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,30
2008,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/HD2008_Dict/hd2008.xlsx,39
2008,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/HD2008_Dict/hd2008.xlsx,1
2008,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_AY_Dict/ic2008_ay.xlsx,56
2008,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_Dict/ic2008.xlsx,107
2008,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/IC2008_PY_Dict/ic2008_py.xlsx,13
2008,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/FLAGS2008_Dict/flags2008.xlsx,86
2008,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,3
2008,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,1
2008,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,2
2008,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_A_Dict/sal2008_a.xlsx,10
2008,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_B_Dict/sal2008_b.xlsx,4
2008,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_FACULTY_Dict/sal2008_faculty.xlsx,8
2008,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SFA0708_Dict/sfa0708.xlsx,48
2009,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EFFY2009_Dict/effy2009.xls,63
2009,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EFIA2009_Dict/efia2009.xls,5
2009,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_Dict/ic2009.xls,1
2009,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/HD2009_Dict/hd2009.xlsx,1
2009,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_Dict/ic2009.xls,12
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/C2009_A_Dict/c2009_a.xls,63
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EFIA2009_Dict/efia2009.xls,3
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/FLAGS2009_Dict/flags2009.xls,3
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/GR2009_Dict/gr2009.xls,2
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/HD2009_Dict/hd2009.xlsx,19
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_AY_Dict/ic2009_ay.xls,84
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_Dict/ic2009.xls,10
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_PY_Dict/ic2009_py.xls,56
2009,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SAL2009_A_Dict/sal2009_a.xls,1
2009,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EAP2009_Dict/eap2009.xls,7
2009,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,155
2009,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,183
2009,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F3_Dict/f0809_f3.xls,31
2009,F,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/S2009_F_Dict/s2009_f.xls,31
2009,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EF2009A_Dict/ef2009a.xls,64
2009,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EF2009B_Dict/ef2009b.xls,11
2009,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EF2009C_Dict/ef2009c.xls,4
2009,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EF2009D_Dict/ef2009d.xls,13
2009,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F1A_Dict/f0809_f1a.xls,58
2009,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F2_Dict/f0809_f2.xls,19
2009,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/F0809_F3_Dict/f0809_f3.xls,4
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/EF2009D_Dict/ef2009d.xls,1
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/FLAGS2009_Dict/flags2009.xls,1
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/GR2009_Dict/gr2009.xls,63
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/GR2009_L2_Dict/gr2009_l2.xls,6
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/HD2009_Dict/hd2009.xlsx,1
2009,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SFA0809_Dict/sfa0809.xls,43
2009,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_Dict/ic2009.xls,6
2009,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_AY_Dict/ic2009_ay.xls,6
2009,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/S2009_ABD_Dict/s2009_abd.xls,30
2009,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/HD2009_Dict/hd2009.xlsx,40
2009,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/HD2009_Dict/hd2009.xlsx,1
2009,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_AY_Dict/ic2009_ay.xls,12
2009,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_Dict/ic2009.xls,103
2009,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/IC2009_PY_Dict/ic2009_py.xls,13
2009,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/FLAGS2009_Dict/flags2009.xls,91
2009,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/S2009_ABD_Dict/s2009_abd.xls,3
2009,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/S2009_CN_Dict/s2009_cn.xls,1
2009,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/S2009_G_Dict/s2009_g.xls,2
2009,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SAL2009_A_Dict/sal2009_a.xls,10
2009,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SAL2009_B_Dict/sal2009_b.xls,4
2009,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SAL2009_FACULTY_Dict/sal2009_faculty.xls,8
2009,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2009/SFA0809_Dict/sfa0809.xls,126
2010,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EFFY2010_Dict/effy2010.xls,63
2010,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EFIA2010_Dict/efia2010.xls,5
2010,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_Dict/ic2010.xls,1
2010,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/HD2010_Dict/hd2010.xls,1
2010,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_Dict/ic2010.xls,12
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/C2010_A_Dict/c2010_a.xls,63
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010CP_Dict/ef2010cp.xls,1
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EFIA2010_Dict/efia2010.xls,3
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/FLAGS2010_Dict/flags2010.xls,1
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/GR2010_Dict/gr2010.xls,2
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/HD2010_Dict/hd2010.xls,19
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_AY_Dict/ic2010_ay.xls,84
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_Dict/ic2010.xls,10
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_PY_Dict/ic2010_py.xls,56
2010,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SAL2010_A_Dict/sal2010_a.xls,1
2010,EAP,EAP,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EAP2010_Dict/eap2010.xls,7
2010,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,133
2010,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,178
2010,F,F,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F3_Dict/f0910_f3.xls,31
2010,F,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/S2010_F_Dict/s2010_f.xls,1
2010,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010A_Dict/ef2010a.xls,34
2010,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010B_Dict/ef2010b.xls,11
2010,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010CP_Dict/ef2010cp.xls,3
2010,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010C_Dict/ef2010c.xls,4
2010,FallEnrollment,EF,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010D_Dict/ef2010d.xls,13
2010,Finance,F1A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F1A_Dict/f0910_f1a.xls,26
2010,Finance,F2A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F2_Dict/f0910_f2.xls,18
2010,Finance,F3A,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/F0910_F3_Dict/f0910_f3.xls,4
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/EF2010D_Dict/ef2010d.xls,1
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/FLAGS2010_Dict/flags2010.xls,1
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/GR2010_Dict/gr2010.xls,62
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/GR2010_L2_Dict/gr2010_l2.xls,6
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/HD2010_Dict/hd2010.xls,1
2010,GraduationRates,GR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SFA0910_Dict/sfa0910.xls,65
2010,GraduationRates,PE,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_Dict/ic2010.xls,6
2010,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_AY_Dict/ic2010_ay.xls,6
2010,HumanResources,HR,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/S2010_ABD_Dict/s2010_abd.xls,30
2010,InstitutionalCharacteristics,HD,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/HD2010_Dict/hd2010.xls,43
2010,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/HD2010_Dict/hd2010.xls,1
2010,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_AY_Dict/ic2010_ay.xls,48
2010,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_Dict/ic2010.xls,102
2010,InstitutionalCharacteristics,IC,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/IC2010_PY_Dict/ic2010_py.xls,13
2010,LAGS,LAGS,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/FLAGS2010_Dict/flags2010.xls,84
2010,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/S2010_ABD_Dict/s2010_abd.xls,2
2010,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/S2010_CN_Dict/s2010_cn.xls,1
2010,S,S,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/S2010_G_Dict/s2010_g.xls,2
2010,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SAL2010_A_Dict/sal2010_a.xls,10
2010,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SAL2010_B_Dict/sal2010_b.xls,4
2010,SAL,SAL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SAL2010_FACULTY_Dict/sal2010_faculty.xls,10
2010,StudentFinancialAid,SFA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2010/SFA0910_Dict/sfa0910.xls,160
2011,12MonthEnrollment,EFFY,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EFFY2011_Dict/effy2011.xls,33
2011,12MonthEnrollment,EFIA,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EFIA2011_Dict/efia2011.xls,5
2011,AcademicLibraries,AL,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_Dict/ic2011.xls,1
2011,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/HD2011_Dict/hd2011.xls,1
2011,Admissions,ADM,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_Dict/ic2011.xls,12
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/C2011_A_Dict/c2011_a.xls,33
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/EFIA2011_Dict/efia2011.xls,3
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/FLAGS2011_Dict/flags2011.xls,1
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/GR2011_Dict/gr2011.xls,2
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/HD2011_Dict/hd2011.xls,19
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_AY_Dict/ic2011_ay.xls,84
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_Dict/ic2011.xls,10
2011,Completions,C,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2011/IC2011_PY_Dict/ic2011_py.xls,56
