source_var,source_label,table_name,data_filename,year,dict_file,dict_filename,filename,source_label_norm,source_var_norm,table_name_norm,prefix_hint,prefix_token,release,survey_hint,dict_row_sha256
EFRACE06,American Indian or Alaska Native women - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,american indian or alaska native women - old,efrace06,<na>,EF,EF,,FallEnrollment,2c54dd4a2904c78f661a1154b0786757e0dfc6dfd0e8375fb14aaf2662c4b7b4
EFRACE06,American Indian or Alaska Native women - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,american indian or alaska native women - old,efrace06,<na>,EF,EF,,FallEnrollment,2c54dd4a2904c78f661a1154b0786757e0dfc6dfd0e8375fb14aaf2662c4b7b4
HRAIANM,American Indian or Alaska Native men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,american indian or alaska native men - new,hraianm,<na>,HR,HR,,HumanResources,2cc5186519d1801f78bb520e34f0730be0c4997556af7221af31b867c709d66f
HRAIANM,American Indian or Alaska Native men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,american indian or alaska native men - new,hraianm,<na>,HR,HR,,HumanResources,2cc5186519d1801f78bb520e34f0730be0c4997556af7221af31b867c709d66f
HRAIANM,American Indian or Alaska Native men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,american indian or alaska native men - new,hraianm,<na>,HR,HR,,HumanResources,2cc5186519d1801f78bb520e34f0730be0c4997556af7221af31b867c709d66f
HRAIANM,American Indian or Alaska Native men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,american indian or alaska native men - new,hraianm,<na>,HR,HR,,HumanResources,2cc5186519d1801f78bb520e34f0730be0c4997556af7221af31b867c709d66f
HRBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,black or african american men - new,hrbkaam,<na>,HR,HR,,HumanResources,2d44e7c2e3f0b4aaa81f7d2fa1df6b09a65c0812e27f068db818e72e3f8e75e8
HRBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,black or african american men - new,hrbkaam,<na>,HR,HR,,HumanResources,2d44e7c2e3f0b4aaa81f7d2fa1df6b09a65c0812e27f068db818e72e3f8e75e8
HRBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,black or african american men - new,hrbkaam,<na>,HR,HR,,HumanResources,2d44e7c2e3f0b4aaa81f7d2fa1df6b09a65c0812e27f068db818e72e3f8e75e8
HRBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,black or african american men - new,hrbkaam,<na>,HR,HR,,HumanResources,2d44e7c2e3f0b4aaa81f7d2fa1df6b09a65c0812e27f068db818e72e3f8e75e8
EFRACE08,Asian or Pacific Islander women - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,asian or pacific islander women - old,efrace08,<na>,EF,EF,,FallEnrollment,2d79be6e97e865ca5554ba536fa7a08c53202884b7cea60081e427efcf8632ce
EFRACE08,Asian or Pacific Islander women - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,asian or pacific islander women - old,efrace08,<na>,EF,EF,,FallEnrollment,2d79be6e97e865ca5554ba536fa7a08c53202884b7cea60081e427efcf8632ce
HRHISPT,Hispanic or Latino total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,hispanic or latino total - new,hrhispt,<na>,HR,HR,,HumanResources,2e3903481bd23038a826a2f02b76eb86a0c67ab158f81905115a10598d539a59
HRHISPT,Hispanic or Latino total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,hispanic or latino total - new,hrhispt,<na>,HR,HR,,HumanResources,2e3903481bd23038a826a2f02b76eb86a0c67ab158f81905115a10598d539a59
HRHISPT,Hispanic or Latino total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,hispanic or latino total - new,hrhispt,<na>,HR,HR,,HumanResources,2e3903481bd23038a826a2f02b76eb86a0c67ab158f81905115a10598d539a59
HRHISPT,Hispanic or Latino total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,hispanic or latino total - new,hrhispt,<na>,HR,HR,,HumanResources,2e3903481bd23038a826a2f02b76eb86a0c67ab158f81905115a10598d539a59
HRHISPM,Hispanic or Latino men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,hispanic or latino men - new,hrhispm,<na>,HR,HR,,HumanResources,2f478b1a045edd346e8b77bf9fdd9372d962e405a47a73d410e225467afe324a
HRHISPM,Hispanic or Latino men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,hispanic or latino men - new,hrhispm,<na>,HR,HR,,HumanResources,2f478b1a045edd346e8b77bf9fdd9372d962e405a47a73d410e225467afe324a
HRHISPM,Hispanic or Latino men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,hispanic or latino men - new,hrhispm,<na>,HR,HR,,HumanResources,2f478b1a045edd346e8b77bf9fdd9372d962e405a47a73d410e225467afe324a
HRHISPM,Hispanic or Latino men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,hispanic or latino men - new,hrhispm,<na>,HR,HR,,HumanResources,2f478b1a045edd346e8b77bf9fdd9372d962e405a47a73d410e225467afe324a
EFNRALT,Nonresident alien total,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,nonresident alien total,efnralt,<na>,EF,EF,,FallEnrollment,3079db75c36a0c140ce7f6c96204a8224c398f2f9ab978a847370ca2f79a6b5f
EFNRALT,Nonresident alien total,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,nonresident alien total,efnralt,<na>,EF,EF,,FallEnrollment,3079db75c36a0c140ce7f6c96204a8224c398f2f9ab978a847370ca2f79a6b5f
HRNRALW,Nonresident alien women,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRNRALW,Nonresident alien women,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRNRALW,Nonresident alien women,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
HRNRALW,Nonresident alien women,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,nonresident alien women,hrnralw,<na>,HR,HR,,HumanResources,309d854be07923b6853ede3ddb772fdaa57502d60523a6bed84b39bc15803497
EFRACE18,Black non-Hispanic total - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,black non-hispanic total - old,efrace18,<na>,EF,EF,,FallEnrollment,30c255808f960d0c080c8bb2ae9e66eb58904517bb671f6bdf9c0493cbcde129
EFRACE18,Black non-Hispanic  total - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,black non-hispanic total - old,efrace18,<na>,EF,EF,,FallEnrollment,30c255808f960d0c080c8bb2ae9e66eb58904517bb671f6bdf9c0493cbcde129
HRWHITM,White men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,white men - new,hrwhitm,<na>,HR,HR,,HumanResources,369a7094f19d50483882a37ee3b77aeb01d33024e799a91b9e5324a14a233429
HRWHITM,White men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,white men - new,hrwhitm,<na>,HR,HR,,HumanResources,369a7094f19d50483882a37ee3b77aeb01d33024e799a91b9e5324a14a233429
HRWHITM,White men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,white men - new,hrwhitm,<na>,HR,HR,,HumanResources,369a7094f19d50483882a37ee3b77aeb01d33024e799a91b9e5324a14a233429
HRWHITM,White men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,white men - new,hrwhitm,<na>,HR,HR,,HumanResources,369a7094f19d50483882a37ee3b77aeb01d33024e799a91b9e5324a14a233429
DVHRBKW,Black or African American/Black non-Hispanic women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,black or african american/black non-hispanic women - derived,dvhrbkw,<na>,S,S,,S,3c1345c38dea7ebbdd9ff38bb94aa3f2dee3d8db18fd02ef5a49e5cd04c47310
DVHRBKW,Black or African American/Black non-Hispanic women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,black or african american/black non-hispanic women - derived,dvhrbkw,<na>,S,S,,F,3c1345c38dea7ebbdd9ff38bb94aa3f2dee3d8db18fd02ef5a49e5cd04c47310
DVHRBKW,Black or African American/Black non-Hispanic women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,black or african american/black non-hispanic women - derived,dvhrbkw,<na>,S,S,,S,3c1345c38dea7ebbdd9ff38bb94aa3f2dee3d8db18fd02ef5a49e5cd04c47310
DVHRBKW,Black or African American/Black non-Hispanic women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,black or african american/black non-hispanic women - derived,dvhrbkw,<na>,S,S,,S,3c1345c38dea7ebbdd9ff38bb94aa3f2dee3d8db18fd02ef5a49e5cd04c47310
EFRACE20,Asian or Pacific Islander total - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,asian or pacific islander total - old,efrace20,<na>,EF,EF,,FallEnrollment,4091f4ec368c02a0dd28b57b46f0eaea26ad9c780cd9d3b73b5e3db0d01b8983
EFRACE20,Asian or Pacific Islander total  - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,asian or pacific islander total - old,efrace20,<na>,EF,EF,,FallEnrollment,4091f4ec368c02a0dd28b57b46f0eaea26ad9c780cd9d3b73b5e3db0d01b8983
STAFF11,White non-Hispanic men - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,white non-hispanic men - old,staff11,<na>,S,S,,S,44ee4427653038d838ba3928ba30e0bfa420ec6a555a4ca1fa5a9d48a046ca5c
STAFF11,White non-Hispanic men  - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,white non-hispanic men - old,staff11,<na>,S,S,,F,44ee4427653038d838ba3928ba30e0bfa420ec6a555a4ca1fa5a9d48a046ca5c
STAFF11,White non-Hispanic men - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,white non-hispanic men - old,staff11,<na>,S,S,,S,44ee4427653038d838ba3928ba30e0bfa420ec6a555a4ca1fa5a9d48a046ca5c
STAFF11,White non-Hispanic men  - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,white non-hispanic men - old,staff11,<na>,S,S,,S,44ee4427653038d838ba3928ba30e0bfa420ec6a555a4ca1fa5a9d48a046ca5c
HR2MORW,Two or more races women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,two or more races women - new,hr2morw,<na>,HR,HR,,HumanResources,47b8420b309112a9b5b55cb18807ee02b9c7c87b8cd02a3ba9061f194b6b0d57
HR2MORW,Two or more races women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,two or more races women - new,hr2morw,<na>,HR,HR,,HumanResources,47b8420b309112a9b5b55cb18807ee02b9c7c87b8cd02a3ba9061f194b6b0d57
HR2MORW,Two or more races women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,two or more races women - new,hr2morw,<na>,HR,HR,,HumanResources,47b8420b309112a9b5b55cb18807ee02b9c7c87b8cd02a3ba9061f194b6b0d57
HR2MORW,Two or more races women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,two or more races women - new,hr2morw,<na>,HR,HR,,HumanResources,47b8420b309112a9b5b55cb18807ee02b9c7c87b8cd02a3ba9061f194b6b0d57
DVHRWHT,White/White non-Hispanic total - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,white/white non-hispanic total - derived,dvhrwht,<na>,S,S,,S,4b1d89f2ea204ffef74a3dac8e433f02d2b994817216ecfb6fd7cb1004c22766
DVHRWHT,White/White non-Hispanic total - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,white/white non-hispanic total - derived,dvhrwht,<na>,S,S,,F,4b1d89f2ea204ffef74a3dac8e433f02d2b994817216ecfb6fd7cb1004c22766
DVHRWHT,White/White non-Hispanic total - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,white/white non-hispanic total - derived,dvhrwht,<na>,S,S,,S,4b1d89f2ea204ffef74a3dac8e433f02d2b994817216ecfb6fd7cb1004c22766
DVHRWHT,White/White non-Hispanic total - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,white/white non-hispanic total - derived,dvhrwht,<na>,S,S,,S,4b1d89f2ea204ffef74a3dac8e433f02d2b994817216ecfb6fd7cb1004c22766
LINE,Level of student (original line number on survey form),<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,level of student original line number on survey form,line,<na>,EF,EF,,FallEnrollment,4da53ca2b3432034c3191ad98518a82d7fc69cf7d23fbdf937bd5e3d5d5ddcb9
LINE,Level of student (original line number on survey form),<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,level of student original line number on survey form,line,<na>,EF,EF,,FallEnrollment,4da53ca2b3432034c3191ad98518a82d7fc69cf7d23fbdf937bd5e3d5d5ddcb9
DVEFAIW,American Indian or Alaska Native women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,american indian or alaska native women - derived,dvefaiw,<na>,EF,EF,,FallEnrollment,4e833bcc3b07c9d4ffd102053748a6f3a6dcd6ef6b57959baeccc294a0b664dc
DVEFAIW,American Indian or Alaska Native women - derived,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,american indian or alaska native women - derived,dvefaiw,<na>,EF,EF,,FallEnrollment,4e833bcc3b07c9d4ffd102053748a6f3a6dcd6ef6b57959baeccc294a0b664dc
EFHISPW,Hispanic women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,hispanic women - new,efhispw,<na>,EF,EF,,FallEnrollment,4f7598cf0f36a555f31c255c4a5359b5e32167875e8349ee7e6326d1d5e19388
EFHISPW,Hispanic women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,hispanic women - new,efhispw,<na>,EF,EF,,FallEnrollment,4f7598cf0f36a555f31c255c4a5359b5e32167875e8349ee7e6326d1d5e19388
EFBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,black or african american men - new,efbkaam,<na>,EF,EF,,FallEnrollment,51de3923f5b5013f2238560a491ee75e002aaf8550dd29e1d371bdfd931bb780
EFBKAAM,Black or African American men - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,black or african american men - new,efbkaam,<na>,EF,EF,,FallEnrollment,51de3923f5b5013f2238560a491ee75e002aaf8550dd29e1d371bdfd931bb780
HRBKAAW,Black or African American women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,black or african american women - new,hrbkaaw,<na>,HR,HR,,HumanResources,554cdcea7679659e1cad2d740da9c751f21fcc8382f62ba04851b9ffe3cfc446
HRBKAAW,Black or African American women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,black or african american women - new,hrbkaaw,<na>,HR,HR,,HumanResources,554cdcea7679659e1cad2d740da9c751f21fcc8382f62ba04851b9ffe3cfc446
HRBKAAW,Black or African American women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,black or african american women - new,hrbkaaw,<na>,HR,HR,,HumanResources,554cdcea7679659e1cad2d740da9c751f21fcc8382f62ba04851b9ffe3cfc446
HRBKAAW,Black or African American women - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_ABD_Dict/s2008_abd.xlsx,s2008_abd.xlsx,s2008_abd.xlsx,black or african american women - new,hrbkaaw,<na>,HR,HR,,HumanResources,554cdcea7679659e1cad2d740da9c751f21fcc8382f62ba04851b9ffe3cfc446
EFRACE22,White non-Hispanic total - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,white non-hispanic total - old,efrace22,<na>,EF,EF,,FallEnrollment,57dfda6843afc3cc7fc43c720c8605b23b8bc86f182456ccf85ec1d854b7916c
EFRACE22,White non-Hispanic total - old,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,white non-hispanic total - old,efrace22,<na>,EF,EF,,FallEnrollment,57dfda6843afc3cc7fc43c720c8605b23b8bc86f182456ccf85ec1d854b7916c
EFAIANT,American Indian or Alaska Native total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008CP_Dict/ef2008cp.xlsx,ef2008cp.xlsx,ef2008cp.xlsx,american indian or alaska native total - new,efaiant,<na>,EF,EF,,FallEnrollment,5eebf3d4eff65e73fe51f2e444c4415c7b5d5b2da4a451667c525e80a9131d3d
EFAIANT,American Indian or Alaska Native total - new,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/EF2008A_Dict/ef2008a.xlsx,ef2008a.xlsx,ef2008a.xlsx,american indian or alaska native total - new,efaiant,<na>,EF,EF,,FallEnrollment,5eebf3d4eff65e73fe51f2e444c4415c7b5d5b2da4a451667c525e80a9131d3d
EMPCNTM,Number of full time instructional faculty men,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_A_LT9_Dict/sal2008_a_lt9.xlsx,sal2008_a_lt9.xlsx,sal2008_a_lt9.xlsx,number of full time instructional faculty men,empcntm,<na>,SAL,SAL,,SAL,5f64238bd7edaf80d18207161679cdd499e335b0f3a22758385caf5cf802256e
EMPCNTM,Number of full time instructional faculty men,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/SAL2008_A_Dict/sal2008_a.xlsx,sal2008_a.xlsx,sal2008_a.xlsx,number of full time instructional faculty men,empcntm,<na>,SAL,SAL,,SAL,5f64238bd7edaf80d18207161679cdd499e335b0f3a22758385caf5cf802256e
HRTOTLM,Grand total men,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_CN_Dict/s2008_cn.xlsx,s2008_cn.xlsx,s2008_cn.xlsx,grand total men,hrtotlm,<na>,HR,HR,,HumanResources,605323029b18a4715574795062d54f2850801cf1e81049c445b32459e17aa581
HRTOTLM,Grand total men,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_F_Dict/s2008_f.xlsx,s2008_f.xlsx,s2008_f.xlsx,grand total men,hrtotlm,<na>,HR,HR,,HumanResources,605323029b18a4715574795062d54f2850801cf1e81049c445b32459e17aa581
HRTOTLM,Grand total men,<NA>,<NA>,2008,/Users/markjaysonfarol13/Higher Ed research/IPEDS/Cross sectional Datas/2008/S2008_G_Dict/s2008_g.xlsx,s2008_g.xlsx,s2008_g.xlsx,grand total men,hrtotlm,<na>,HR,HR,,HumanResources,605323029b18a4715574795062d54f2850801cf1e81049c445b32459e17aa581
